010,4,"['10196.xml', '10915.xml', '4411.xml', '9539.xml']",a,4,"['77751195', 'r 61002349', '80761568 /R']"
020,41,"['10258.xml', '10259.xml', '10260.xml', '10297.xml', '10382.xml']",a,39,"['0790780232', '1404968474', '0792854845']",c,3,['$24.95'],z,1,['0971158513X']
024,20,"['10212.xml', '10240.xml', '10258.xml', '10259.xml', '10260.xml']",a,20,"['014381244922', '642841105324', '085392764525']"
028,57,"['10196.xml', '10212.xml', '10221.xml', '10222.xml', '10238.xml']",a,56,"['NW 219', 'ID2449UUDVD', '35738']",b,56,"['New World', 'Image Entertainment', 'Columbia']"
033,2,"['10196.xml', '4411.xml']",a,2,"['------', '1979----']",c,1,['W2'],b,1,['4113']
034,1,['8083.xml'],e,1,['W0830003'],d,1,['W0830518'],g,1,['N0421813'],f,1,['N0422042']
035,12511,"['10000.xml', '10001.xml', '10002.xml', '10003.xml', '10004.xml']",a,12508,"['(OCoLC)ocm82578152', '(OCoLC)ocm78847943', '(OCoLC)ocm79981819']",9,3,"['(XB)BAC8339', '(XB)APJ8685', '(XB)APK3295']"
037,1,['10563.xml'],b,1,['Midwest Tape'],n,1,['http://www.midwesttapes.com']
040,6727,"['10000.xml', '10001.xml', '10002.xml', '10003.xml', '10004.xml']",a,6726,"['MiU-H', 'EHL', 'TEFMT']",c,6721,"['MiU-H', 'BEU', 'CSt']",b,26,"['eng', 'MiU-H']",e,6402,"['appm', 'gihc', 'apppm']",d,517,"['MiU-H', 'BEU', 'MiU']"
041,56,"['10258.xml', '10382.xml', '10438.xml', '10675.xml', '10742.xml']",a,73,"['eng', 'ara', 'chi']",b,4,"['fre', 'eng', 'por']",e,1,['eng'],d,1,['eng'],g,3,['eng'],h,16,"['eng', 'fre', 'ger']",j,3,"['eng', 'ger', 'spa']"
042,1,['9519.xml'],a,1,['dc']
043,62,"['10229.xml', '10248.xml', '10258.xml', '10288.xml', '10307.xml']",a,67,"['n-us---', 'n-us-mi', 'nl-----']"
045,3,"['10196.xml', '10914.xml', '9539.xml']",a,2,"['w8x2', 'x4x4']",b,1,['d1932']
048,3,"['10196.xml', '10954.xml', '4412.xml']",a,4,"['ca', 'ob', 'od']"
049,730,"['10015.xml', '10210.xml', '10221.xml', '10222.xml', '10223.xml']",a,730,"['BEUA', 'BEUS', 'EYMG']"
050,6,"['10196.xml', '10288.xml', '10441.xml', '10852.xml', '10894.xml']",a,6,"['M1530', 'F574.D49', 'R726.8']",b,4,"['P763 2001', '.E92 2006', 'T94 2007']"
070,1,['10307.xml'],a,1,['Videocassette'],b,1,['no. 3352']
082,11,"['10212.xml', '10691.xml', '10852.xml', '10862.xml', '10894.xml']",a,12,"['782.42166/092/2', '363.7289', '324.092']",2,5,"['22', '23', '20']"
090,33,"['10196.xml', '10210.xml', '10248.xml', '10381.xml', '10413.xml']",i,2,"['05/12/93 T', '12/10/01 T']",a,31,"['F574.S23', 'LB2828.85.M5', 'HV5801.S7']",b,32,"['\\Phono\\Disc\\NEWW\\NW\\219\\', 'H57 1997', '\\Video\\Tape\\EQUI\\TOHA\\']"
099,69,"['10210.xml', '10221.xml', '10222.xml', '10223.xml', '10234.xml']",a,185,"['0484', 'Aa', '2']"
100,4958,"['10001.xml', '10002.xml', '10003.xml', '10004.xml', '10008.xml']",a,4958,"['Gates, David Murray,', 'Evans family (Ann Arbor, Mich.)', 'Swain, Dwight V.']",c,25,"['Sister, O. P.,', 'Jr.', 'Mrs.']",b,2,"['Huron Valley Chapter.', 'Friends.']",e,191,"['interviewee.', 'collector.', 'Mrs.']",d,2103,"['1921-', '1890-1987.', '1823-1924.']",f,1,['1815?-1855.'],q,350,"['(Daniel Bascome),', '(Freeman Devold),', '(Benjamin Snively)']",4,13,['prf']
110,1288,"['10000.xml', '10005.xml', '10006.xml', '10007.xml', '10013.xml']",a,1288,"['National Society of New England Women.', 'Northfield Township Historical Society.', 'Ann Arbor (Mich.)']",c,1,['University of Michigan)'],b,463,"['Ann Arbor Colony.', 'Chaplain.', 'Executive Vice President for Medical Affairs.']",e,4,"['collector.', 'supposed printers.']",d,3,"['(1836 Aug.)', '(1987 :', '(1867)']",4,1,['prf']
111,6,"['10203.xml', '10977.xml', '6683.xml', '8911.xml', '8960.xml']",a,6,"['Robert Altman Festival', 'Ann Arbor Polish Film Festival.', 'University of Michigan Near East Research Expedition,']",c,4,"['University of Michigan)', 'Chicago, Ill.)', 'Ann Arbor, Mich.)']",d,5,"['(1977 :', '(1924-1934)', '1932 :']",n,1,['(20th :']
130,7,"['10382.xml', '6682.xml', '6684.xml', '6784.xml', '6897.xml']",a,7,"['This time for keeps.', 'Panorama (University of Michigan)', 'Palladium.']",h,1,['[motion picture]']
240,3,"['10196.xml', '4411.xml', '9539.xml']",a,3,"['Americana ;', 'Unicorn, the gorgon, and the manticore', 'Turnabout.']",h,1,['[sound recording]'],k,1,['Selections'],w,1,['n4'],o,1,['arr.']
245,6731,"['10000.xml', '10001.xml', '10002.xml', '10003.xml', '10004.xml']",a,6731,"['National Society of New England Women, Ann Arbor Colony records,', 'David M. Gates student notebooks,', 'Evans family papers,']",c,318,"['1980-1995.', 'written by his son, John Tuttle.', 'by Ella Petoskey.']",b,214,"['fifteen passengers killed and twenty-nine wounded /', '18 songs /', 'a celebration of the MC5 /']",g,61,"['(bulk 1897-1900).', '(bulk 1910-1914).', '(bulk 1955-1984).']",f,4470,"['1939-1984.', '1940-1946.', '1870s-1970s.']",h,425,"['[electronic resource].', '[graphic] :', '[graphic] /']",n,1,"['Module 2,']",p,4,"['Stewardship of the environment', 'John Engler', 'Not so Great Lakes revisited']"
246,123,"['10212.xml', '10222.xml', '10229.xml', '10258.xml', '10259.xml']",a,121,"['Celebration of the MC5', 'Music of Michigan.', 'Self respect, self defense & self determination']",i,51,"['Title on container:', 'Title on disc surface:', 'Title on cassette label:']",b,23,"['the Polish experience in Detroit', '1956 tornados of Western Michigan', '100 years.']",h,1,['Lesson 2 : Acton Media presents']
250,7,"['10260.xml', '10381.xml', '10413.xml', '10454.xml', '10688.xml']",a,7,"['Special ed.', '6 min. version.', 'Rap version.']"
255,1,['8083.xml'],c,1,"['(W 83\xc2\xb005\'18""--W 83\xc2\xb000\'03""/N 42\xc2\xb020\'42""--N 42\xc2\xb018\'13"").']"
257,13,"['10894.xml', '7857.xml', '7868.xml', '7870.xml', '7875.xml']",a,13,"['United States.', 'U.S.', 'U. S.']",2,1,['naf']
260,2219,"['10003.xml', '10006.xml', '10007.xml', '10008.xml', '10009.xml']",a,401,"['[S.l. :', 'New York :', '[Kaneville, IL] :']",c,2187,"['1880s-1940s.', '1910s-1990s.', '1997.']",b,375,"['s.n.,', 'New World Records,', 'Depot Recordings,']",e,1,"['(Middlesex, England :']",g,3,"['(bulk 1880-1882 and 1910-1914).', '(bulk 1908-1912).', '(bulk 1932-1936)']",f,1,['Passion Music Ltd.)']
262,1,['4411.xml'],c,1,['SM0012.'],b,1,['University of Michigan Records'],d,1,['p1979.']
