Zeeland (Mich.),http://id.loc.gov/authorities/names/n82062812
Crystal Mountain (Wash.),http://id.loc.gov/authorities/names/n88645439
Bloomfield Hills (Mich.)--Churches.,http://id.loc.gov/authorities/names/n80149683
Benzie County (Mich.),http://id.loc.gov/authorities/names/n81103576
Camp Cody (N.M.),http://id.loc.gov/authorities/names/no2010084356
Walled Lake (Mich.),http://id.loc.gov/authorities/names/n84165067
Whitmore Lake (Mich.),http://id.loc.gov/authorities/names/n85149704
Willow Run (Mich.)--Race relations.,http://id.loc.gov/authorities/names/n00086557
Lac La Belle (Mich.),http://id.loc.gov/authorities/names/n96025136
Idlewild (Mich.),http://id.loc.gov/authorities/names/n85188940
Litchfield (Mich.),http://id.loc.gov/authorities/names/n85081919
Hancock (Mich.)--Churches.,http://id.loc.gov/authorities/names/n82147183
Howard City (Mich.),http://id.loc.gov/authorities/names/n87829255
Gladwin County (Mich.)--Maps.,http://id.loc.gov/authorities/names/n81091926
Luce County (Mich.)--Maps.,http://id.loc.gov/authorities/names/n81097142
Presque Isle County (Mich.),http://id.loc.gov/authorities/names/n81091876
Stanton (Mich.),http://id.loc.gov/authorities/names/no2014105975
Volinia (Mich. : Township),http://id.loc.gov/authorities/names/n00025246
Oceana County (Mich.)--Maps.,http://id.loc.gov/authorities/names/n81091879
Grand Rapids (Mich.)--Aerial photographs.,http://id.loc.gov/authorities/names/n79133151
Highland Park (Mich.),http://id.loc.gov/authorities/names/n83138904
Bay City (Mich.),http://id.loc.gov/authorities/names/n81037331
Bad Axe (Mich.),http://id.loc.gov/authorities/names/n82060963
"Detroit (Mich.)--Buildings, structures, etc.",http://id.loc.gov/authorities/names/n79045539
Leelanau County (Mich.),http://id.loc.gov/authorities/names/n81007348
Vicksburg (Mich.),http://id.loc.gov/authorities/names/n82066427
Redford (Mich. : Township),http://id.loc.gov/authorities/names/n81018621
Burns (Mich.),http://id.loc.gov/authorities/names/n88254427
Warren (Mich.)--Churches.,http://id.loc.gov/authorities/names/n80090226
Detroit (Mich.)--Butchers.,http://id.loc.gov/authorities/names/n79045539
Oxford (Mich.)--Church history.,http://id.loc.gov/authorities/names/no2002115640
Nashville (Mich.),http://id.loc.gov/authorities/names/n97103655
Chelsea (Mich.)--Churches.,http://id.loc.gov/authorities/names/n85064194
Ann Arbor (Mich.)--Hospitals.,http://id.loc.gov/authorities/names/n79022219
La Pointe (Wis.),http://id.loc.gov/authorities/names/n95039932
Detroit (Mich.)--Religion.,http://id.loc.gov/authorities/names/n79045539
Willow Run (Mich.)--Airplane industry.,http://id.loc.gov/authorities/names/n00086557
Quincy (Mich.),http://id.loc.gov/authorities/names/n81144378
Novi (Mich.),http://id.loc.gov/authorities/names/n82066559
Wakefield (Mich.)--Church history.,http://id.loc.gov/authorities/names/n85155115
Ann Arbor (Mich.)--Apartment houses.,http://id.loc.gov/authorities/names/n79022219
Manistee County (Mich.),http://id.loc.gov/authorities/names/n81091934
Antrim County (Mich.),http://id.loc.gov/authorities/names/n80014843
Kalamazoo County (Mich.),http://id.loc.gov/authorities/names/n79029207
Ann Arbor (Mich.)--Pharmacies.,http://id.loc.gov/authorities/names/n79022219
Ypsilanti (Mich.)--Politics and government.,http://id.loc.gov/authorities/names/n80006284
Hartland (Mich.)--Dwellings.,http://id.loc.gov/authorities/names/n85210461
Farwell (Mich.)--Farms.,http://id.loc.gov/authorities/names/n2005079003
Grand Rapids (Mich.)--Churches.,http://id.loc.gov/authorities/names/n79133151
Woodland (Mich.),http://id.loc.gov/authorities/names/n88072335
Garden City (Mich.)--Church history.,http://id.loc.gov/authorities/names/n85081794
Saline (Mich. : Township),http://id.loc.gov/authorities/names/n85194416
Saint Ignace (Mich.)--Piers and wharves.,http://id.loc.gov/authorities/names/n85155112
Windsor (Ont.),http://id.loc.gov/authorities/names/n82048937
Lenawee County (Mich.)--History.,http://id.loc.gov/authorities/names/n81018695
Clare County (Mich.),http://id.loc.gov/authorities/names/n79055303
Lake Orion (Mich.),http://id.loc.gov/authorities/names/n85081855
Eastlake (Mich.),http://id.loc.gov/authorities/names/n2003122107
Champion (Mich.),http://id.loc.gov/authorities/names/n2008042994
River Rouge (Mich.)--Churches.,http://id.loc.gov/authorities/names/n79032495
Tamarack (Mich.),http://id.loc.gov/authorities/names/n83026547
Mount Clemens (Mich.)--Street-railroads.,http://id.loc.gov/authorities/names/n80060314
Port Hope (Mich.),http://id.loc.gov/authorities/names/n89657525
Lawton (Mich.),http://id.loc.gov/authorities/names/n97103777
Orchard Lake (Mich.)--Churches.,http://id.loc.gov/authorities/names/n88054816
Lewiston (Mich.),http://id.loc.gov/authorities/names/n85207714
Three Rivers (Mich.),http://id.loc.gov/authorities/names/n81129555
Hartland (Mich.)--Economic conditions.,http://id.loc.gov/authorities/names/n85210461
Detroit (Mich.)--Population.,http://id.loc.gov/authorities/names/n79045539
"East Lansing (Mich.)--Buildings, structures, etc.",http://id.loc.gov/authorities/names/n79129544
Clio (Mich.)--Churches.,http://id.loc.gov/authorities/names/n85064134
Detroit (Mich.)--Newspapers.,http://id.loc.gov/authorities/names/n79045539
University of Michigan--Exhibitions.,http://id.loc.gov/authorities/names/n79021846
Gowen (Mich.)--Churches.,http://id.loc.gov/authorities/names/nr2004015667
Gowen (Mich.),http://id.loc.gov/authorities/names/nr2004015667
Breckenridge (Mich.),http://id.loc.gov/authorities/names/n84228687
